dataset,processed_input,reference,max_new_tokens,stop_sequence,extraction_method,evaluation_metric,id
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The fireman used several rags to polish the nozzles on the fire hose; when he was done the _ were dirty.
Options:
A. nozzles
B. rags
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_12
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Laura used too much super glue on Erins hands, so _ needed to get to the doctor to separate their hands.
Options:
A. Laura
B. Erin
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_13
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Using a needle to sew together both the leather and silk was difficult.  The _ was hard get through.
Options:
A. leather
B. silk
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_14
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
James walked into a ditch while trying to catch the ball thrown at him. The _ is farther.
Options:
A. ditch
B. ball
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_15
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Christopher taught Hunter to play go fish so that _ had someone to play with.
Options:
A. Christopher
B. Hunter
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_16
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
I wanted to use pomade on my hair instead of hairspray but it was old so the _ was unusable.
Options:
A. pomade
B. hairspray
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_17
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The living room was cleaner than the kitchen, because we spend more time in the the _ .
Options:
A. living room
B. kitchen
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_18
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Jennifer was more of a morning person than Natalie because _ always went to bed early and got a good night's rest.
Options:
A. Jennifer
B. Natalie
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_19
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The actors practiced the scenes in the parking lot more than the scenes in the morgue, because the _ scenes are full of silence.
Options:
A. parking lot
B. morgue
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_20
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Samantha had to use the potty while Felicia used the restroom because _ is a grownup.
Options:
A. Samantha
B. Felicia
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_21
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Maria wanted to play poker with Jennifer because _ was a better player and she won a lot of money.
Options:
A. Maria
B. Jennifer
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_22
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Samantha believed in life after death while Christine did not, so _ never tried to talk to spirits.
Options:
A. Samantha
B. Christine
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_23
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Hugh scrubbed the mold in his apartment with a cleaner but had to call a pro because the _ was too weak.
Options:
A. mold
B. cleaner
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_24
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The toddler kicked the soft furniture and hard toy, but only the _ caused pain.
Options:
A. furniture
B. toy
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_25
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Buying a swimming pool was great for Adam but not for Christopher because _ had a large back yard.
Options:
A. Adam
B. Christopher
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_26
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Laura was thrilled to get their lip pierced but Rachel was pretty scared. _ had theirs done and cried.
Options:
A. Laura
B. Rachel
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_27
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
He had enough time between classes to go to a cafe or to the library. He went to the _ because his paper could wait.
Options:
A. cafe
B. library
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_28
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Hunter bought a vehicle to commute in but not Dennis because _ had a driving distance to work.
Options:
A. Hunter
B. Dennis
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_29
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Jeffrey asked Hunter when was the date set for the wedding because _ was getting married.
Options:
A. Jeffrey
B. Hunter
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_30
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Justin bought a new RV but Lawrence liked his old one, so _ decided to buy it.
Options:
A. Justin
B. Lawrence
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_31
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Rachel touches the cool looking bulletproof vest of Kayla due to _ being on a ride along.
Options:
A. Rachel
B. Kayla
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_32
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Randy only ever added a little bit of hot sauce to his food, especially compared to Adam, as _ was much more sensitive to spice.
Options:
A. Randy
B. Adam
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_33
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The waist of Joel measured more inches than that of Kevin because _ ate much less.
Options:
A. Joel
B. Kevin
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_34
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Kenneth had worse skin than Craig so _ had to use more of the moisturizer.
Options:
A. Kenneth
B. Craig
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_35
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Angela was a homebody while Amy loved to travel the world whenever they could. _ took a vacation to the beach over the summer.
Options:
A. Angela
B. Amy
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_36
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The puncture healed quicker than the cut because the _ was a more superficial wound.
Options:
A. cut
B. puncture
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_37
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
More people attended the funeral of Joel than of Derrick because _ was a mean person.
Options:
A. Joel
B. Derrick
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_38
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Craig gifted Eric a new picnic table, because _ borrowed some money a while ago.
Options:
A. Craig
B. Eric
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_39
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The dog loved Kevin but hated Derrick, so _ started bringing the dog treats to change its mind.
Options:
A. Kevin
B. Derrick
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_40
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
So _ avoids eating carrots for their eye health because Emily needs good eyesight while Monica doesn't.
Options:
A. Emily
B. Monica
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_41
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Rachel but not Christine was tracked down by police because _ made it to the hideout.
Options:
A. Rachel
B. Christine
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_42
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Amy thought she was the mirror image of Natalie , but _ could not be convinced to see the similarity.
Options:
A. Amy
B. Natalie
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_43
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
As a marine, Emily looks down on civilians like Maria, so _ is a bit saddened.
Options:
A. Emily
B. Maria
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_44
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Mary didn't know what the currency of Mexico was but Lindsey knew _ had never been to Mexico before.
Options:
A. Mary
B. Lindsey
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_45
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The commodities trader decided to buy wool and sell cotton because the _ was priced low.
Options:
A. wool
B. cotton
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_46
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Paolo tries to remember what he read in the textbook, but all he can think of is the email from his friend because he read the _ ages ago.
Options:
A. email
B. textbook
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_47
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
William liked to be outside more than Kyle so _ spent time arguing for getting a pool.
Options:
A. William
B. Kyle
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_48
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Two friends wanted a tan look but Joel was impatient while Robert wasn't. _ used bronzer to get a tan look.
Options:
A. Joel
B. Robert
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_49
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Neil told Lawrence that he was training to be a race car driver.  _ was excited.
Options:
A. Neil
B. Lawrence
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_50
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The market was going out of business so they sold their products but not the lots as the _ were useless.
Options:
A. products
B. lots
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_51
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
John could not hear his alarm clock when he was sleeping with a headphone on his head because the _ is closer.
Options:
A. headphone
B. clock
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_52
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Erin ordered a martini when Tanya only ordered a tonic water with lemon, because _ was pregnant.
Options:
A. Erin
B. Tanya
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_53
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
During the rescue mission, Maria pulled Rebecca away from the minefield since _ was a civilian.
Options:
A. Maria
B. Rebecca
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_54
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is stronger.
Options:
A. doors
B. desks
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_55
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
I did not see the sign on the billboard on the highway because the _ was too tiny.
Options:
A. sign
B. billboard
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_56
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
His addiction was getting bad so they handed him over to therapy and stopped taking medicine since the _ was cheaper.
Options:
A. therapy
B. medicine
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_57
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Monica gives Jessica a book about posture, because _ has been trying to get better at ballet dancing.
Options:
A. Monica
B. Jessica
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_58
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The architect tried to build the room inside the house but the _ was too large.
Options:
A. house
B. room
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_59
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Paint was applied to the chairs but not the tables, since the _ were old.
Options:
A. chairs
B. tables
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_60
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
James always feel weak whenever he walked the length of his street so he decided walking just the length of the lawn. The _ is long.
Options:
A. street
B. lawn
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_61
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Monica suspected that Rebecca had become an alcoholic, but _ predicted an intervention to address the problem.
Options:
A. Monica
B. Rebecca
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_62
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Although Amy worked harder and longer than Rebecca, _ was a more wealthy person overall.
Options:
A. Amy
B. Rebecca
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_63
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Kayla was the subject of a secret crush from Rebecca. _ was aware they were a secret admirer.
Options:
A. Kayla
B. Rebecca
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_64
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Aaron showed Donald how to use google play on an android because _ owned an apple phone.
Options:
A. Aaron
B. Donald
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_65
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Joseph asked Robert to clean the floor with a mop nearby because _ needs to work.
Options:
A. Joseph
B. Robert
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_66
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Maria told Monica they looked too sick to go to work and asked if they had a fever. _ went to the Doctor.
Options:
A. Maria
B. Monica
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_67
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
After a short time we stopped pouring the tea glass in the pot because the _ was full.
Options:
A. glass
B. pot
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_68
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Joe drank his milk and tried to dunk his cookie in the glass but the _ was too small.
Options:
A. cookie
B. glass
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_69
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The installation process was simpler for the cable over the internet because the man had never installed the _ previously.
Options:
A. cable
B. internet
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_70
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Elena brought the horse to the stables owned by Cynthia, so _ could buy the animal.
Options:
A. Elena
B. Cynthia
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_71
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
While shopping at the mall, Kevin asked Benjamin to help find a red shirt to wear because _ was great at clothing budgeting.
Options:
A. Kevin
B. Benjamin
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_72
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Joel went to Michael 's house and consumed a lot of alcohol, so _ had to ride back home as a passenger.
Options:
A. Joel
B. Michael
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_73
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Katrina turned out to be much more spoiled than Felicia because _ did not have wealthy or generous parents.
Options:
A. Katrina
B. Felicia
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_74
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Nick smelled much worse than Kenneth after the baseball game although _ was wearing deodorant.
Options:
A. Nick
B. Kenneth
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_75
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
If our relationship just started, should I get her a card or gift for Christmas? She might think I'm cheap if I give the _ .
Options:
A. card
B. gift
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_76
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The children were not vaccinated, which was fine with Betty but annoyed Mary. _ knew they didn't make kids autistic.
Options:
A. Betty
B. Mary
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_77
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Jason went zooming down Brett's street way too fast on his motorcycle, causing _ great excitement.
Options:
A. Jason
B. Brett
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_78
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Caroline works in the catering and food wholesale industries, but enjoys food distribution more, so she prefers her work in the _ industry.
Options:
A. catering
B. food wholesale
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_79
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The hair stylist gave Laura hair extensions and not Katrina because _ had very short hair.
Options:
A. Laura
B. Katrina
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_80
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Betty drank chocolate shakes while Elena drank carrot juice, and _ had a very healthy diet.
Options:
A. Betty
B. Elena
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_81
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Joel complained to Ian about the condition of the house. _ preferred a messy space.
Options:
A. Joel
B. Ian
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_82
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The school needed a new auditorium and a new teacher's lounge.  They built the _ first because it benefited the faculty more.
Options:
A. auditorium
B. teacher's lounge
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_83
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Erin loved people and wanted to help them while Katrina loved to help animals. _ volunteered at the local shelter.
Options:
A. Erin
B. Katrina
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_84
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Jeffrey brushed their teeth quite regularly but Brian did not. _ had to go to a dentist often.
Options:
A. Jeffrey
B. Brian
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_85
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Anxiety is a feeling Rebecca gets when she has face Erin who is a probation officer, _ does not  a fear of authority.
Options:
A. Rebecca
B. Erin
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_86
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Jennifer dragged Felicia along to a self help workshop about how to succeed, because _ wanted some company.
Options:
A. Jennifer
B. Felicia
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_87
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
John decided to grow a new breed of plant in his garden but the _ is big.
Options:
A. garden
B. plant
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_88
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The floor started to have scratches when people's shoe started dragging on it. The _ was smooth.
Options:
A. floor
B. shoe
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_89
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The dog was more suspicious of the locker than of the package because the drugs were in the _ .
Options:
A. locker
B. package
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_90
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Angela loved to wear sun glasses but Jessica didn't. _ bought a fancy new pair of shoes.
Options:
A. Angela
B. Jessica
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_91
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the _ was likely to be damaged.
Options:
A. tablet
B. phone
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_92
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
In order to grow his plants naturally, he bought fertilizer and water. The _ was lacking with nutrients.
Options:
A. fertilizer
B. water
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_93
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Bill had complicated feelings about getting a car after his motorcycle died because the _ possessed a lot of sentimental value.
Options:
A. car
B. motorcycle
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_94
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Patricia was called back for a second interview but not Victoria, as _ had failed the background check.
Options:
A. Patricia
B. Victoria
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_95
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Rachel but not Christine was tracked down by police because _ did not make it to the hideout.
Options:
A. Rachel
B. Christine
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_96
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Angela was a homebody while Amy loved to travel the world whenever they could. _ took a staycation at home over the summer.
Options:
A. Angela
B. Amy
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_97
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Ian was tired of trying new diets while Steven had luck with one, so _ stuck to their routine.
Options:
A. Ian
B. Steven
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_98
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The sound of the foot was clearly audible from the street because the _ is quiet.
Options:
A. street
B. sound
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_99
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The apartment Brett rented was owned by Jason, so _ sent the rent for the apartment each month.
Options:
A. Brett
B. Jason
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_100
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The sink in the bathroom looked good but the toilet was leaking so James kept the _ .
Options:
A. toilet
B. sink
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_101
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
I hated the project this year compared to the essay last year, because the _ required more work.
Options:
A. project
B. essay
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_102
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
At dinner time, Tanya ate Erin's serving of peas even though _ really likes green vegetables.
Options:
A. Tanya
B. Erin
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_103
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Patricia has a trouble with training her horse and wants Tanya's help, because _ wants her horse to behave.
Options:
A. Patricia
B. Tanya
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_104
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Tanya was an adult while Samantha was young and still had room to grow , so _ gave her her old clothes.
Options:
A. Tanya
B. Samantha
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_105
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Brian asked  Nick to feed their rabbit,because  _ was planning on going on vacation to Disney for a week.
Options:
A. Brian
B. Nick
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_106
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The gerbil came over to Laura but not Monica because _ was holding a carrot stick.
Options:
A. Laura
B. Monica
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_107
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Katrina demanded that Jessica get off of their property, because _ wasn't in the mood for visiting.
Options:
A. Katrina
B. Jessica
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_108
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
She preferred a globe of the world made of PVC instead of plastic, because the _ made it look expensive.
Options:
A. plastic
B. PVC
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_109
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The leg of the pig body stuck out of the grave where it was buried because the _ is large.
Options:
A. body
B. grave
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_110
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
It seemed more likely that Brett would wear a fedora rather than Justin because _ did not often dress stylishly.
Options:
A. Brett
B. Justin
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_111
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very soft.
Options:
A. chocolate
B. caramel
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_112
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Jeffrey went to the doctor to treat their ailments but not Robert so _ became sicker.
Options:
A. Jeffrey
B. Robert
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_113
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The cashier was trained that real $100 bills had sharp lines and counterfeit ones might be blurry, so she accepted the _ bill.
Options:
A. sharp
B. blurry
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_114
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The health of Joel was stronger than that of William due to _ being a cigar smoker.
Options:
A. Joel
B. William
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_115
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Maria planned to spring clean this weekend and told Katrina they should help too. _ expected her help.
Options:
A. Maria
B. Katrina
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_116
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Adam decided to shave Denniss beard before the reuinion, but _ thought it was too short.
Options:
A. Adam
B. Dennis
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_117
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
Jan planted her herbs in small growing bags, but she worried that the _ would be too shallow for them to put down roots.
Options:
A. herbs
B. bags
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_118
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
I started a program for youth that worked better than the old system, because the _ is new.
Options:
A. program
B. system
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_119
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The stain in the bucket could not be cleaned with the brush because the _ is soft.
Options:
A. stain
B. brush
Answer:
",B,1,['\n'],multiple_choice,exact_match,winogrande_120
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
The lady was blushing when she walked passed Amy but not Carrie because _ was intrigued by her.
Options:
A. Amy
B. Carrie
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_121
winogrande,"Choose the correct answer. Respond with a single letter.
Context:
They had to eat a lot to gain the strength they had lost and be able to work, the _ was too much.
Options:
A. work
B. strength
Answer:
",A,1,['\n'],multiple_choice,exact_match,winogrande_122
