run_id,algorithm,query_index,query_id,chosen_model,actual_reward,optimal_reward,step_regret,cumulative_regret
0,random,25,1150,llama-3.1-8b,0.43145768553916103,0.9572782716865562,0.5258205861473952,5.597671831845706
0,epsilon_greedy,25,1150,llama-3.1-8b,0.43145768553916103,0.9572782716865562,0.5258205861473952,7.048864410423243
0,random,26,1418,gemma-3-12b,0.918986085579989,0.9930002036290186,0.07401411804902969,5.671685949894735
0,epsilon_greedy,26,1418,yi-34b,0.7632819584706743,0.9930002036290186,0.22971824515834438,7.278582655581587
0,random,27,1476,qwen2.5-0.5b,0.4813749024732184,0.9827739618417966,0.5013990593685782,6.173085009263314
0,epsilon_greedy,27,1476,gemma-3-12b,0.9153525079613775,0.9827739618417966,0.06742145388041909,7.346004109462006
0,random,28,435,gemma-3-1b,0.4749444769582755,0.9862326434573789,0.5112881664991034,6.684373175762417
0,epsilon_greedy,28,435,qwen2.5-14b,0.9243970080235195,0.9862326434573789,0.06183563543385939,7.407839744895866
0,random,29,1619,mistral-7b,0.4283680590935452,0.9770583984003199,0.5486903393067748,7.233063515069192
0,epsilon_greedy,29,1619,phi-4-14b,0.4235599868336599,0.9770583984003199,0.55349841156666,7.961338156462526
0,random,30,177,gemma-3-1b,0.4777840527612516,0.9902705039477656,0.512486451186514,7.745549966255706
0,epsilon_greedy,30,177,phi-4-mini-4b,0.4815969774502916,0.9902705039477656,0.508673526497474,8.47001168296
0,random,31,2260,gemma-3-1b,0.5716237248002912,0.7465582770351449,0.17493455223485366,7.92048451849056
0,epsilon_greedy,31,2260,phi-4-14b,0.49831847703343174,0.7465582770351449,0.24823980000171314,8.718251482961714
0,random,32,337,phi-4-mini-4b,0.4608162848189132,0.4815304243337233,0.020714139514810104,7.94119865800537
0,epsilon_greedy,32,337,qwen2.5-7b,0.46733740628728304,0.4815304243337233,0.014193018046440242,8.732444501008153
0,random,33,143,mistral-7b,0.9891360770098282,0.9897565011733468,0.0006204241635185959,7.941819082168888
0,epsilon_greedy,33,143,gemma-3-12b,0.9826571155301784,0.9897565011733468,0.0070993856431683655,8.739543886651322
0,random,34,1481,gemma-3-27b,0.5160524345755246,0.9435292717767394,0.42747683720121477,8.369295919370103
0,epsilon_greedy,34,1481,llama-3.2-1b,0.4685301612939866,0.9435292717767394,0.4749991104827528,9.214542997134075
0,random,35,300,yi-34b,0.27965548729975487,0.9705129203859115,0.6908574330861567,9.06015335245626
0,epsilon_greedy,35,300,gemma-3-4b,0.4078846746766726,0.9705129203859115,0.5626282457092389,9.777171242843313
0,random,36,725,phi-4-14b,0.8987439320040359,0.9865972170847358,0.0878532850806999,9.14800663753696
0,epsilon_greedy,36,725,gemma-3-1b,0.4790520008923106,0.9865972170847358,0.5075452161924252,10.284716459035739
0,random,37,1242,qwen2.5-3b,0.41162256467984704,0.9560891710321169,0.5444666063522698,9.69247324388923
0,epsilon_greedy,37,1242,gemma-3-12b,0.3501985665675994,0.9560891710321169,0.6058906044645175,10.890607063500257
0,random,38,2422,mistral-7b,0.6653147848686402,0.8149111697574527,0.14959638488881255,9.842069628778042
0,epsilon_greedy,38,2422,llama-3.1-8b,0.6669377301458592,0.8149111697574527,0.14797343961159348,11.038580503111849
0,random,39,1956,gemma-3-27b,0.6896181825020153,0.9711268104745305,0.2815086279725152,10.123578256750557
0,epsilon_greedy,39,1956,gemma-3-12b,0.8288400210112192,0.9711268104745305,0.1422867894633113,11.180867292575162
0,random,40,736,qwen2.5-7b,0.9461589404156775,0.9817260254052894,0.03556708498961192,10.15914534174017
0,epsilon_greedy,40,736,mistral-7b,0.9371441119815942,0.9817260254052894,0.04458191342369522,11.225449205998856
0,random,41,3,qwen2.5-3b,0.9526362351611275,0.9860429300492244,0.03340669488809689,10.192552036628266
0,epsilon_greedy,41,3,gemma-3-12b,0.9556681980223742,0.9860429300492244,0.03037473202685015,11.255823938025706
0,random,42,1959,phi-4-mini-4b,0.9565179753165773,0.9613702586060894,0.004852283289512038,10.197404319917778
0,epsilon_greedy,42,1959,phi-4-14b,0.8519962182828178,0.9613702586060894,0.10937404032327158,11.365197978348977
0,random,43,1335,gemma-3-1b,0.44231654708092827,0.9701943053170876,0.5278777582361593,10.725282078153938
0,epsilon_greedy,43,1335,gemma-3-12b,0.3543180250673108,0.9701943053170876,0.6158762802497768,11.981074258598754
0,random,44,759,qwen2.5-1.5b,0.983426775392404,0.9882685072868123,0.0048417318944082854,10.730123810048346
0,epsilon_greedy,44,759,gemma-3-12b,0.9328137284495401,0.9882685072868123,0.05545477883727212,12.036529037436027
0,random,45,1689,gemma-3-27b,0.7272176029500892,0.9564179807963764,0.22920037784628722,10.959324187894634
0,epsilon_greedy,45,1689,llama-3.2-1b,0.47745645409991155,0.9564179807963764,0.47896152669646486,12.515490564132492
0,random,46,2064,gemma-3-12b,0.6053990703076529,0.7588663581300878,0.1534672878224349,11.112791475717069
0,epsilon_greedy,46,2064,qwen2.5-14b,0.6178241471528937,0.7588663581300878,0.14104221097719416,12.656532775109685
0,random,47,274,phi-4-mini-4b,0.43797190205207653,0.9542080209395052,0.5162361188874287,11.629027594604496
0,epsilon_greedy,47,274,phi-4-mini-4b,0.43797190205207653,0.9542080209395052,0.5162361188874287,13.172768893997114
0,random,48,267,phi-4-mini-4b,0.47233879163787573,0.9802117522756815,0.5078729606378057,12.136900555242303
0,epsilon_greedy,48,267,qwen2.5-7b,0.4617055404657313,0.9802117522756815,0.5185062118099502,13.691275105807065
0,random,49,1104,qwen2.5-1.5b,0.9502861026778138,0.97944413388787,0.029158031210056223,12.166058586452358
0,epsilon_greedy,49,1104,llama-3.2-1b,0.97944413388787,0.97944413388787,0.0,13.691275105807065
0,random,50,1905,yi-34b,0.7996442454280557,0.97734162240603,0.17769737697797428,12.343755963430333
0,epsilon_greedy,50,1905,gemma-3-12b,0.8589179764218895,0.97734162240603,0.11842364598414046,13.809698751791204
0,random,51,1075,llama-3.1-8b,0.9366773367824505,0.9682634057199361,0.03158606893748561,12.375342032367818
0,epsilon_greedy,51,1075,qwen2.5-14b,0.7634357974965844,0.9682634057199361,0.20482760822335166,14.014526360014557
0,random,52,892,phi-4-mini-4b,0.4836308327330321,0.978518999864994,0.49488816713196193,12.870230199499781
0,epsilon_greedy,52,892,gemma-3-12b,0.9494325017784029,0.978518999864994,0.02908649808659114,14.043612858101147
0,random,53,1781,gemma-3-1b,0.39419214713974304,0.9174170912872769,0.5232249441475338,13.393455143647314
0,epsilon_greedy,53,1781,gemma-3-12b,0.3091972212302384,0.9174170912872769,0.6082198700570385,14.651832728158187
0,random,54,1728,gemma-3-12b,0.83072400074895,0.9577083384149951,0.1269843376660451,13.52043948131336
0,epsilon_greedy,54,1728,gemma-3-12b,0.83072400074895,0.9577083384149951,0.1269843376660451,14.778817065824231
0,random,55,1483,qwen2.5-3b,0.9549959700390439,0.9612014238713156,0.006205453832271668,13.526644935145631
0,epsilon_greedy,55,1483,gemma-3-12b,0.8820743891587579,0.9612014238713156,0.07912703471255766,14.85794410053679
0,random,56,1683,qwen2.5-14b,0.8801891433372728,0.9677545088008701,0.08756536546359728,13.614210300609228
0,epsilon_greedy,56,1683,gemma-3-12b,0.8871462150653597,0.9677545088008701,0.08060829373551037,14.9385523942723
0,random,57,1993,qwen2.5-0.5b,0.49977278516774226,0.8821154143879019,0.3823426292201596,13.996552929829388
0,epsilon_greedy,57,1993,gemma-3-12b,0.8234628958108263,0.8821154143879019,0.05865251857707554,14.997204912849375
0,random,58,1847,llama-3.2-1b,0.474970601829103,0.9271879650924326,0.4522173632633296,14.448770293092718
0,epsilon_greedy,58,1847,gemma-3-12b,0.3537031845456351,0.9271879650924326,0.5734847805467975,15.570689693396172
0,random,59,1794,mistral-7b,0.4343751114073398,0.9747060516236685,0.5403309402163288,14.989101233309047
0,epsilon_greedy,59,1794,qwen2.5-7b,0.4029682697271014,0.9747060516236685,0.5717377818965671,16.142427475292738
0,random,60,2161,phi-4-mini-4b,0.6572709372953567,0.6652411231565458,0.007970185861189139,14.997071419170236
0,epsilon_greedy,60,2161,yi-34b,0.4860635741950836,0.6652411231565458,0.1791775489614622,16.3216050242542
0,random,61,1489,qwen2.5-1.5b,0.4269702445387529,0.9649283963417106,0.5379581518029577,15.535029570973194
0,epsilon_greedy,61,1489,qwen2.5-14b,0.785959017240311,0.9649283963417106,0.17896937910139954,16.5005744033556
0,random,62,1158,phi-4-14b,0.29236764684413374,0.9754739627656315,0.6831063159214977,16.21813588689469
0,epsilon_greedy,62,1158,qwen2.5-14b,0.8537892776627907,0.9754739627656315,0.1216846851028408,16.622259088458442
0,random,63,2107,gemma-3-27b,0.4541679801408451,0.7349990175824965,0.28083103744165144,16.498966924336344
0,epsilon_greedy,63,2107,llama-3.2-3b,0.7349990175824965,0.7349990175824965,0.0,16.622259088458442
0,random,64,1282,qwen2.5-7b,0.4237156325806908,0.9501969624987701,0.5264813299180793,17.02544825425442
0,epsilon_greedy,64,1282,qwen2.5-14b,0.754472789457765,0.9501969624987701,0.1957241730410051,16.817983261499446
0,random,65,556,phi-4-14b,0.4210667175511583,0.9787748512435035,0.5577081336923452,17.58315638794677
0,epsilon_greedy,65,556,qwen2.5-14b,0.8202102853709632,0.9787748512435035,0.1585645658725403,16.976547827371988
0,random,66,479,yi-34b,0.31753067914511846,0.9674028568461459,0.6498721777010275,18.233028565647796
0,epsilon_greedy,66,479,qwen2.5-14b,0.8705878100235865,0.9674028568461459,0.09681504682255937,17.073362874194547
0,random,67,1191,gemma-3-12b,0.9098610548557333,0.9619538946624409,0.052092839806707536,18.2851214054545
0,epsilon_greedy,67,1191,qwen2.5-14b,0.8602490864623097,0.9619538946624409,0.10170480820013117,17.17506768239468
0,random,68,116,gemma-3-12b,0.9586047862921976,0.970425200101859,0.011820413809661368,18.296941819264163
0,epsilon_greedy,68,116,phi-4-mini-4b,0.9078418929180083,0.970425200101859,0.06258330718385063,17.23765098957853
0,random,69,2023,phi-4-mini-4b,0.6261369055472747,0.7498820137647879,0.12374510821751317,18.420686927481675
0,epsilon_greedy,69,2023,qwen2.5-14b,0.5518495318592421,0.7498820137647879,0.1980324819055458,17.435683471484076
0,random,70,841,gemma-3-27b,0.10897525604205366,0.9088812052246953,0.7999059491826417,19.22059287666432
0,epsilon_greedy,70,841,qwen2.5-14b,0.35465516985566625,0.9088812052246953,0.554226035369029,17.989909506853103
0,random,71,964,mistral-7b,0.9792151810698746,0.9809261931829891,0.0017110121131145295,19.222303888777432
0,epsilon_greedy,71,964,llama-3.2-1b,0.494014356669895,0.9809261931829891,0.4869118365130941,18.476821343366197
0,random,72,1367,mistral-7b,0.8952724757081791,0.9718509999647238,0.07657852425654466,19.298882413033976
0,epsilon_greedy,72,1367,gemma-3-12b,0.8109757904424623,0.9718509999647238,0.16087520952226153,18.63769655288846
0,random,73,1120,gemma-3-1b,0.43808818844708747,0.9704597745822354,0.5323715861351479,19.831253999169125
0,epsilon_greedy,73,1120,gemma-3-12b,0.8034452876775873,0.9704597745822354,0.16701448690464815,18.80471103979311
0,random,74,1099,gemma-3-4b,0.3718055742707532,0.9501358587302569,0.5783302844595036,20.40958428362863
0,epsilon_greedy,74,1099,phi-4-14b,0.36378043256841075,0.9501358587302569,0.5863554261618461,19.391066465954953
0,random,75,1267,qwen2.5-3b,0.9385603412631811,0.9722404834832391,0.033680142220057996,20.443264425848685
0,epsilon_greedy,75,1267,gemma-3-12b,0.34114119856406655,0.9722404834832391,0.6310992849191726,20.022165750874127
0,random,76,323,mistral-7b,0.964036704821174,0.9722146046880065,0.008177899866832483,20.45144232571552
0,epsilon_greedy,76,323,qwen2.5-14b,0.8726145417646257,0.9722146046880065,0.09960006292338075,20.121765813797506
0,random,77,1929,llama-3.1-8b,0.9396308201432064,0.9777331460698949,0.038102325926688496,20.48954465164221
0,epsilon_greedy,77,1929,gemma-3-27b,0.7246088985696015,0.9777331460698949,0.2531242475002934,20.3748900612978
0,random,78,1394,mistral-7b,0.4646738335004112,0.9737996040986718,0.5091257705982606,20.99867042224047
0,epsilon_greedy,78,1394,qwen2.5-14b,0.7950512977502436,0.9737996040986718,0.1787483063484282,20.55363836764623
0,random,79,1098,gemma-3-12b,0.8155708447883574,0.9675590680131465,0.1519882232247891,21.150658645465256
0,epsilon_greedy,79,1098,mistral-7b,0.45933999644266615,0.9675590680131465,0.5082190715704804,21.06185743921671
0,random,80,1972,qwen2.5-14b,0.34248663232561904,0.9489682750619346,0.6064816427363156,21.757140288201573
0,epsilon_greedy,80,1972,qwen2.5-14b,0.34248663232561904,0.9489682750619346,0.6064816427363156,21.668339081953025
0,random,81,1986,gemma-3-12b,0.31720395396891454,0.9760644108122749,0.6588604568433604,22.416000745044933
0,epsilon_greedy,81,1986,llama-3.1-8b,0.9216454688187258,0.9760644108122749,0.05441894199354913,21.722758023946575
0,random,82,1949,mistral-7b,0.4298161684488863,0.49945459035573625,0.06963842190684993,22.485639166951785
0,epsilon_greedy,82,1949,gemma-3-12b,0.33798417955061977,0.49945459035573625,0.16147041080511648,21.88422843475169
0,random,83,212,qwen2.5-14b,0.4447183862063648,0.7996192992593655,0.3549009130530007,22.840540080004786
0,epsilon_greedy,83,212,qwen2.5-1.5b,0.4788235296072067,0.7996192992593655,0.3207957696521588,22.20502420440385
0,random,84,409,gemma-3-12b,0.9321439969436882,0.961797672893842,0.02965367595015378,22.870193755954936
0,epsilon_greedy,84,409,phi-4-mini-4b,0.4634617864837869,0.961797672893842,0.4983358864100551,22.703360090813902
0,random,85,1588,gemma-3-27b,0.6322276391572014,0.9762346322606643,0.34400699310346294,23.2142007490584
0,epsilon_greedy,85,1588,qwen2.5-14b,0.8630842198284272,0.9762346322606643,0.11315041243223711,22.816510503246143
0,random,86,1653,phi-4-14b,0.36332753075066077,0.9791261383102683,0.6157986075596076,23.829999356618007
0,epsilon_greedy,86,1653,qwen2.5-14b,0.3594113632767425,0.9791261383102683,0.6197147750335258,23.436225278279668
0,random,87,1503,phi-4-14b,0.8508855946375917,0.9581679880169522,0.10728239337936052,23.937281749997368
0,epsilon_greedy,87,1503,gemma-3-12b,0.849739330916046,0.9581679880169522,0.10842865710090621,23.544653935380573
0,random,88,1682,yi-34b,0.3149425769271747,0.9807332700122491,0.6657906930850743,24.603072443082443
0,epsilon_greedy,88,1682,qwen2.5-3b,0.9455375486527793,0.9807332700122491,0.0351957213594698,23.57984965674004
0,random,89,1609,gemma-3-1b,0.9192830546069434,0.9781718271582923,0.058888772551348945,24.66196121563379
0,epsilon_greedy,89,1609,qwen2.5-3b,0.94535090338541,0.9781718271582923,0.03282092377288237,23.612670580512926
0,random,90,1124,gemma-3-1b,0.95023860581754,0.9759663007783212,0.0257276949607812,24.687688910594574
0,epsilon_greedy,90,1124,qwen2.5-3b,0.9583148598370234,0.9759663007783212,0.01765144094129789,23.630322021454223
0,random,91,1642,gemma-3-12b,0.830293818560301,0.9907866774517883,0.16049285889148723,24.84818176948606
0,epsilon_greedy,91,1642,qwen2.5-3b,0.9355906084833246,0.9907866774517883,0.05519606896846363,23.685518090422686
0,random,92,76,qwen2.5-14b,0.8300096234625719,0.9607761033088031,0.13076647984623124,24.97894824933229
0,epsilon_greedy,92,76,qwen2.5-3b,0.9494957856333553,0.9607761033088031,0.011280317675447793,23.696798408098136
0,random,93,2350,llama-3.2-1b,0.7719755844825014,0.7719755844825014,0.0,24.97894824933229
0,epsilon_greedy,93,2350,qwen2.5-3b,0.7480763073013883,0.7719755844825014,0.023899277181113066,23.720697685279248
0,random,94,393,qwen2.5-14b,0.8550364935987683,0.9633849770837447,0.10834848348497639,25.08729673281727
0,epsilon_greedy,94,393,qwen2.5-3b,0.9511011246621137,0.9633849770837447,0.012283852421630992,23.73298153770088
0,random,95,2442,mistral-7b,0.8060541853209975,0.8360135750470166,0.02995938972601908,25.11725612254329
0,epsilon_greedy,95,2442,qwen2.5-3b,0.7190887602369174,0.8360135750470166,0.1169248148100992,23.849906352510978
0,random,96,2319,mistral-7b,0.7175800347597691,0.7175800347597691,0.0,25.11725612254329
0,epsilon_greedy,96,2319,qwen2.5-3b,0.6411575849901885,0.7175800347597691,0.07642244976958057,23.92632880228056
0,random,97,1494,gemma-3-1b,0.9346179421402434,0.9690514310282777,0.034433488888034325,25.151689611431323
0,epsilon_greedy,97,1494,qwen2.5-3b,0.4059222630060054,0.9690514310282777,0.5631291680222723,24.48945797030283
0,random,98,1736,qwen2.5-7b,0.8899840237109908,0.9766959141035327,0.0867118903925419,25.238401501823862
0,epsilon_greedy,98,1736,qwen2.5-3b,0.9405413945566109,0.9766959141035327,0.03615451954692184,24.525612489849753
0,random,99,1700,gemma-3-1b,0.9023193243185844,0.9782406109439165,0.07592128662533204,25.314322788449196
0,epsilon_greedy,99,1700,qwen2.5-3b,0.43832584989430184,0.9782406109439165,0.5399147610496147,25.06552725089937
0,random,100,450,llama-3.2-3b,0.9698560602343329,0.9772801453515544,0.0074240851172214795,25.32174687356642
0,epsilon_greedy,100,450,qwen2.5-3b,0.46319339230859763,0.9772801453515544,0.5140867530429567,25.579614003942325
0,random,101,1871,llama-3.2-1b,0.4758595738198578,0.9575309172736794,0.4816713434538217,25.803418217020237
0,epsilon_greedy,101,1871,qwen2.5-3b,0.43545407060424707,0.9575309172736794,0.5220768466694323,26.101690850611757
0,random,102,2231,phi-4-14b,0.5484796723800551,0.7478723002412714,0.19939262786121625,26.002810844881456
0,epsilon_greedy,102,2231,qwen2.5-3b,0.6541501805622746,0.7478723002412714,0.0937221196789968,26.195412970290754
0,random,103,2039,llama-3.1-8b,0.8012165016418069,0.8012165016418069,0.0,26.002810844881456
0,epsilon_greedy,103,2039,qwen2.5-3b,0.6766654179697628,0.8012165016418069,0.12455108367204415,26.319964053962796
0,random,104,751,qwen2.5-14b,0.930400400029828,0.9624533452114299,0.032052945181601844,26.034863790063056
0,epsilon_greedy,104,751,qwen2.5-7b,0.38127828845013845,0.9624533452114299,0.5811750567612914,26.90113911072409
0,random,105,1590,gemma-3-4b,0.912110874638921,0.9585391339423877,0.04642825930346661,26.081292049366525
0,epsilon_greedy,105,1590,gemma-3-27b,0.5797771315743708,0.9585391339423877,0.3787620023680168,27.279901113092105
0,random,106,71,yi-34b,0.41570341659148746,0.9995381211331181,0.5838347045416307,26.665126753908154
0,epsilon_greedy,106,71,qwen2.5-3b,0.9959901965922828,0.9995381211331181,0.003547924540835301,27.28344903763294
0,random,107,1739,gemma-3-4b,0.9149616135182986,0.9929588579552411,0.07799724443694245,26.743123998345098
0,epsilon_greedy,107,1739,qwen2.5-3b,0.4392551215197943,0.9929588579552411,0.5537037364354468,27.837152774068386
0,random,108,2361,qwen2.5-7b,0.5498819246538292,0.7622512166913786,0.2123692920375494,26.955493290382645
0,epsilon_greedy,108,2361,qwen2.5-3b,0.6596623683114078,0.7622512166913786,0.10258884837997084,27.93974162244836
0,random,109,1076,gemma-3-27b,0.7130501573882584,0.980290497516615,0.2672403401283566,27.222733630511
0,epsilon_greedy,109,1076,gemma-3-12b,0.922266029114303,0.980290497516615,0.05802446840231201,27.99776609085067
0,random,110,568,qwen2.5-14b,0.8978727438404783,0.9832642962090588,0.08539155236858043,27.308125182879582
0,epsilon_greedy,110,568,gemma-3-12b,0.9593568566831785,0.9832642962090588,0.02390743952588026,28.02167353037655
0,random,111,710,llama-3.2-3b,0.48799627466932427,0.9852972957553368,0.4973010210860125,27.805426203965595
0,epsilon_greedy,111,710,qwen2.5-7b,0.9813264550476561,0.9852972957553368,0.003970840707680612,28.02564437108423
0,random,112,1088,gemma-3-1b,0.9316130740346731,0.9701468510017978,0.03853377696712468,27.84395998093272
0,epsilon_greedy,112,1088,gemma-3-12b,0.3114456638700734,0.9701468510017978,0.6587011871317243,28.684345558215956
0,random,113,343,qwen2.5-1.5b,0.9808155012147808,0.9808155012147808,0.0,27.84395998093272
0,epsilon_greedy,113,343,gemma-3-12b,0.9309763013274189,0.9808155012147808,0.04983919988736185,28.734184758103318
0,random,114,115,qwen2.5-14b,0.458181992554825,0.9905477120080262,0.5323657194532012,28.376325700385923
0,epsilon_greedy,114,115,gemma-3-12b,0.9875855091234369,0.9905477120080262,0.00296220288458926,28.737146960987907
0,random,115,476,qwen2.5-7b,0.9125069483257235,0.9637493390015782,0.05124239067585468,28.427568091061776
0,epsilon_greedy,115,476,gemma-3-12b,0.9338697279142538,0.9637493390015782,0.029879611087324398,28.76702657207523
0,random,116,1050,gemma-3-1b,0.9353071555105426,0.9647601557908292,0.029453000280286634,28.457021091342064
0,epsilon_greedy,116,1050,gemma-3-12b,0.3553071582598532,0.9647601557908292,0.6094529975309759,29.376479569606207
0,random,117,1262,qwen2.5-7b,0.4473920237435889,0.9699110432574107,0.5225190195138218,28.979540110855886
0,epsilon_greedy,117,1262,gemma-3-12b,0.8597726923435935,0.9699110432574107,0.11013835091381718,29.486617920520025
0,random,118,1341,gemma-3-4b,0.8913136681442544,0.9731854686927978,0.08187180054854337,29.061411911404427
0,epsilon_greedy,118,1341,gemma-3-4b,0.8913136681442544,0.9731854686927978,0.08187180054854337,29.568489721068566
0,random,119,2461,qwen2.5-1.5b,0.49970923191178424,0.750060832236088,0.25035160032430376,29.31176351172873
0,epsilon_greedy,119,2461,llama-3.2-3b,0.6542874064448347,0.750060832236088,0.09577342579125325,29.66426314685982
0,random,120,12,mistral-7b,0.4946182020661406,0.9937774122983836,0.49915921023224297,29.810922721960974
0,epsilon_greedy,120,12,gemma-3-12b,0.9691829420157194,0.9937774122983836,0.02459447028266415,29.688857617142485
0,random,121,753,mistral-7b,0.9414205265995303,0.9840392587650907,0.042618732165560336,29.853541454126535
0,epsilon_greedy,121,753,gemma-3-12b,0.9104164932346965,0.9840392587650907,0.07362276553039415,29.76248038267288
0,random,122,1975,qwen2.5-7b,0.38833123639536715,0.9214228122768428,0.5330915758814756,30.38663303000801
0,epsilon_greedy,122,1975,gemma-3-12b,0.3317186678233236,0.9214228122768428,0.5897041444535192,30.352184527126397
